OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
27236,GO-20211275813,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,11,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,HYPER,,EL,0,GRN,800,STOLEN,THEFT OF EBIKE UNDER $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3799562462733,43.6540727931765,-8836536.30849705,5412064.28433364
27237,GO-20211279723,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,21,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,6,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,RADWAGON E-BIKE,EL,30,BLK,2500,STOLEN,B&E,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3973304353978,43.6508613901597,-8838470.39436948,5411570.19731893
27238,GO-20211282554,6/30/2021 4:00:00 AM,2021,June,Wednesday,30,181,18,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,17,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,DEVINCI,,RG,21,BLU,700,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3429772122452,43.6827991855412,-8832419.82126214,5416485.1289686
27239,GO-20219016984,7/5/2021 4:00:00 AM,2021,July,Monday,5,186,18,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,17,D52,"Apartment (Rooming House, Condo)",Apartment,RA,,RG,7,BLK,0,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3926569385544,43.6509842901268,-8837950.14317453,5411589.10548235
27240,GO-20211282841,7/2/2021 4:00:00 AM,2021,July,Friday,2,183,17,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,16,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,ROUTE - HYBRID,TO,10,GRY,429.989990234375,STOLEN,THEFT UNDER - BICYCLE,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4493032167863,43.7208611561532,-8844255.97799683,5422345.93288563
27241,GO-20219016992,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,12,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,23,D14,"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 2 DISC,RG,20,GRY,600,STOLEN,THEFT UNDER,084,Little Portugal (84),084,Little Portugal (84),-79.427105224297,43.642516787878,-8841784.90871943,5410286.47089473
27242,GO-20211279723,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,21,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,6,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,MAGNUM PAYLOAD,EL,30,BLK,4000,STOLEN,B&E,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3973304353978,43.6508613901597,-8838470.39436948,5411570.19731893
27243,GO-20211277615,7/1/2021 4:00:00 AM,2021,July,Thursday,1,182,10,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GARY FISHER,ZEBRANO,RG,21,GRY,100,STOLEN,THEFT UNDER - BICYCLE,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.373847347989,43.6486284877321,-8835856.26908238,5411226.67211202
27244,GO-20219016991,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,19,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,22,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,ICONIC,RG,3,BLK,1200,STOLEN,THEFT UNDER,163,Fort York-Liberty Village (163),082,Niagara (82),-79.3995026334977,43.6334468725507,-8838712.20234474,5408891.36515166
27245,GO-20219016947,7/4/2021 4:00:00 AM,2021,July,Sunday,4,185,7,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,12,D14,"Apartment (Rooming House, Condo)",Apartment,OT,MOUNTAIN LITE,RG,5,GRY,0,STOLEN,THEFT UNDER,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4052903315685,43.6362117759242,-8839356.48605028,5409316.63150551
27246,GO-20219016939,7/6/2021 4:00:00 AM,2021,July,Tuesday,6,187,19,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,11,D51,"Apartment (Rooming House, Condo)",Apartment,OT,FOCUS CAYO,RC,18,,1500,STOLEN,THEFT UNDER - BICYCLE,072,Regent Park (72),072,Regent Park (72),-79.3632905599451,43.6607708998746,-8834681.09281781,5413094.89954027
27247,GO-20219016927,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,15,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,TREK FX2 DISC,MT,24,BLU,750,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3867705476637,43.6677816070383,-8837294.8731258,5414173.7366182
27248,GO-20211282554,6/30/2021 4:00:00 AM,2021,June,Wednesday,30,181,18,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,17,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GIANT,,RG,21,BLK,900,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3429772122452,43.6827991855412,-8832419.82126214,5416485.1289686
27249,GO-20211282554,6/30/2021 4:00:00 AM,2021,June,Wednesday,30,181,18,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,17,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,FUJI,,MT,21,BLU,900,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3429772122452,43.6827991855412,-8832419.82126214,5416485.1289686
27250,GO-20211263159,7/5/2021 4:00:00 AM,2021,July,Monday,5,186,17,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,14,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIANT,ROAM,MT,11,DBL,1300,STOLEN,THEFT UNDER - BICYCLE,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3882158466602,43.6668111059426,-8837455.76307453,5414024.38432905
27251,GO-20219017003,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,21,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,9,D42,"Apartment (Rooming House, Condo)",Apartment,SU,#071-1907-8,MT,21,BLK,229.990005493164,STOLEN,THEFT UNDER,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29810638446,43.7810568361668,-8827424.82353771,5431622.50403436
27252,GO-20211288003,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,4,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,13,D33,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,UNKNOWN MAKE,,MT,0,,,STOLEN,THEFT UNDER,052,Bayview Village (52),052,Bayview Village (52),-79.3655424308379,43.7714398999391,-8834931.76995086,5430139.84114866
27253,GO-20219016994,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,21,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,0,D31,"Apartment (Rooming House, Condo)",Apartment,CC,,MT,25,,1100,STOLEN,THEFT UNDER,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4758445610604,43.7367449604751,-8847210.54689588,5424792.83114429
27254,GO-20211288522,7/5/2021 4:00:00 AM,2021,July,Monday,5,186,16,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CANNONDALE,QUICK 2,RG,21,ONG,1400,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3841910505493,43.6708037100493,-8837007.72483326,5414638.82940344
27255,GO-20219017031,7/4/2021 4:00:00 AM,2021,July,Sunday,4,185,18,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,13,D14,"Apartment (Rooming House, Condo)",Apartment,GI,,RG,21,,1350,STOLEN,THEFT UNDER,162,West Queen West (162),082,Niagara (82),-79.4152683282425,43.6421301841395,-8840467.23148414,5410227.00038863
27256,GO-20219017055,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,8,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,17,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,,MT,21,WHI,500,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
27257,GO-20211286213,6/27/2021 4:00:00 AM,2021,June,Sunday,27,178,1,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,6,D51,"Apartment (Rooming House, Condo)",Apartment,EMMO,ZONE,EL,0,BLK,3500,STOLEN,THEFT OF EBIKE UNDER $5000,072,Regent Park (72),072,Regent Park (72),-79.3560777665786,43.6616564016588,-8833878.16837386,5413231.15736072
27258,GO-20219017087,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,14,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,21,D51,"Apartment (Rooming House, Condo)",Apartment,OT,18 DIVERGE,RC,14,RED,1370,STOLEN,THEFT UNDER - BICYCLE,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3800438529141,43.6704199095236,-8836546.06086368,5414579.76241129
27259,GO-20211288898,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,22,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,14,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,,MT,21,GRN,600,STOLEN,THEFT UNDER - BICYCLE,068,North Riverdale (68),068,North Riverdale (68),-79.3468053876932,43.6711305382649,-8832845.97186513,5414689.12867703
27260,GO-20211289425,7/2/2021 4:00:00 AM,2021,July,Friday,2,183,15,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,16,D43,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,MT,21,,,STOLEN,B&E W'INTENT,138,Eglinton East (138),138,Eglinton East (138),-79.2377192560957,43.7378328818678,-8820702.55919828,5424960.44915647
27261,GO-20219017017,6/28/2021 4:00:00 AM,2021,June,Monday,28,179,7,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,11,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,ST. TROPEZ,OT,8,GRY,700,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3903521436223,43.6598923989962,-8837693.57456875,5412959.72099405
27262,GO-20211293718,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,18,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,11,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,CANNONDALE,SYNAPSE,RC,21,BLK,1200,STOLEN,FTC PROBATION ORDER,066,Danforth (66),066,Danforth (66),-79.3215601361696,43.6855588161729,-8830035.68326754,5416909.93330305
27263,GO-20219017110,7/2/2021 4:00:00 AM,2021,July,Friday,2,183,0,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,11,D55,"Apartment (Rooming House, Condo)",Apartment,RA,HUCK DUAL SUSPE,MT,21,BLU,549,STOLEN,THEFT UNDER,057,Broadview North (57),057,Broadview North (57),-79.3508621107908,43.6879661924393,-8833297.56420378,5417280.52929023
27264,GO-20219017178,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,18,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,20,D51,"Apartment (Rooming House, Condo)",Apartment,UK,WHEEL,RG,21,,100,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3758612492946,43.6549468940506,-8836080.45551621,5412198.77279375
27265,GO-20211293454,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,22,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,8,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SEGWAY,KICKSCOOTER,SC,40,BLKONG,1099,STOLEN,MISCHIEF UNDER,057,Broadview North (57),057,Broadview North (57),-79.3572130957706,43.6829305667742,-8834004.55262002,5416505.35269268
27266,GO-20219017118,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,13,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,13,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,SC,,RG,21,GRY,300,STOLEN,THEFT UNDER - BICYCLE,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3841370470296,43.6638992030029,-8837001.71313548,5413576.28039602
27267,GO-20211294069,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,0,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,10,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,MT,0,BLU,,STOLEN,THEFT UNDER - BICYCLE,057,Broadview North (57),057,Broadview North (57),-79.3541419074074,43.6875780873157,-8833662.66942441,5417220.78267129
27268,GO-20219017168,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,19,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,21,D22,"Apartment (Rooming House, Condo)",Apartment,SU,SURGE 29"",MT,21,GRY,360,STOLEN,THEFT UNDER,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5256248980306,43.6441853910797,-8852752.06866224,5410543.15308702
27269,GO-20219017138,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,20,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,17,D14,"Apartment (Rooming House, Condo)",Apartment,GI,XTC 2,MT,9,BLK,0,STOLEN,THEFT UNDER,162,West Queen West (162),082,Niagara (82),-79.4137855287368,43.6416765835596,-8840302.16705451,5410157.22451219
27270,GO-20219017148,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,23,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,18,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,DEVINCI AZKHABA,OT,7,BLK,600,STOLEN,THEFT UNDER,066,Danforth (66),066,Danforth (66),-79.3278508293856,43.684210408409,-8830735.96000904,5416702.36333878
27271,GO-20219017144,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,20,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,18,D14,"Apartment (Rooming House, Condo)",Apartment,GI,ROAM 2,MT,10,GRY,450,STOLEN,THEFT UNDER,162,West Queen West (162),082,Niagara (82),-79.4152683282425,43.6421301841395,-8840467.23148414,5410227.00038863
27272,GO-20219017215,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,23,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,1,D53,Convenience Stores,Commercial,TR,MARLIN 5,MT,22,PLE,1000,STOLEN,THEFT UNDER,101,Forest Hill South (101),101,Forest Hill South (101),-79.4108108299797,43.7003944973715,-8839971.02507657,5419194.00257846
27273,GO-20211302960,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,17,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,18,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,FUJI,,RG,0,,700,STOLEN,B&E,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3567202928697,43.6811730605226,-8833949.694041,5416234.82015959
27274,GO-20219017165,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,10,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,14,D14,"Apartment (Rooming House, Condo)",Apartment,OT,DISTRICT TRACK,RG,1,SIL,2500,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4118237380981,43.6736790193171,-8840083.78147935,5415081.35276359
27275,GO-20219017165,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,10,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,14,D14,"Apartment (Rooming House, Condo)",Apartment,UK,DISTRICT TRACK,RG,1,SIL,2500,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4118237380981,43.6736790193171,-8840083.78147935,5415081.35276359
27276,GO-20211282491,7/3/2021 4:00:00 AM,2021,July,Saturday,3,184,15,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,16,D53,"Open Areas (Lakes, Parks, Rivers)",Outside,DIAMOND BACK,MOON RAKER,MT,21,GRYTRQ,237.279998779297,STOLEN,THEFT UNDER - BICYCLE,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.4015728353464,43.7219799773347,-8838942.65617722,5422518.26589663
27277,GO-20219017227,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,21,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,21,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,TORONTO BIKE SH,RG,20,BLK,1200,STOLEN,THEFT UNDER,163,Fort York-Liberty Village (163),082,Niagara (82),-79.405099831632,43.6374702774175,-8839335.27968729,5409510.20648766
27278,GO-20219017202,6/27/2021 4:00:00 AM,2021,June,Sunday,27,178,11,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,12,NSA,"Apartment (Rooming House, Condo)",Apartment,RA,RALEIGH ROUTE H,RG,21,GRY,500,STOLEN,THEFT UNDER - BICYCLE,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
27279,GO-20219017210,7/8/2021 4:00:00 AM,2021,July,Thursday,8,189,17,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,15,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,DIADORA,RG,18,WHI,400,STOLEN,THEFT UNDER,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3192714254818,43.6728882948523,-8829780.90512445,5414959.65456749
27280,GO-20219017233,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,20,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,22,D13,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,OT,,MT,21,BLK,450,STOLEN,THEFT UNDER,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4363664771528,43.7124736593172,-8842815.8666875,5421054.1016143
27281,GO-20219017237,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,21,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,19,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,18 DEL SOL 59CM,RG,1,BLU,400,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
27282,GO-20219017233,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,20,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,22,D13,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,OT,,MT,21,BLK,400,STOLEN,THEFT UNDER,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4363664771528,43.7124736593172,-8842815.8666875,5421054.1016143
27283,GO-20219017231,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,9,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,21,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,M5,MT,21,BLU,1200,STOLEN,THEFT UNDER,059,Danforth East York (59),059,Danforth East York (59),-79.3277226327411,43.6883773127059,-8830721.6892956,5417343.81951678
27284,GO-20219017225,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,18,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,20,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,FX1,RG,21,BLK,700,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3936444373949,43.6493182884219,-8838060.07094905,5411332.79438865
27285,GO-20219017216,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,15,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,16,D52,Bar / Restaurant,Commercial,OT,CITATA,OT,18,OTH,1378.59997558594,STOLEN,THEFT UNDER,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3827009420866,43.6394490778127,-8836841.84665816,5409814.58184138
27286,GO-20219017218,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,7,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,18,D32,"Apartment (Rooming House, Condo)",Apartment,OT,CITIZEN 1,OT,7,BGE,700,STOLEN,THEFT UNDER,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4307103887452,43.7234037613702,-8842186.23385146,5422737.57728823
27287,GO-20211283811,7/9/2021 4:00:00 AM,2021,July,Friday,9,190,17,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,10,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NCM MOSCOW,STREET BIKE,EL,21,BLUBLK,2085,STOLEN,THEFT OF EBIKE UNDER $5000,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.3250138668773,43.7613330206541,-8830420.1508438,5428581.89965529
27288,GO-20219017245,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,8,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,8,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,,RG,21,BLK,1000,STOLEN,THEFT UNDER,084,Little Portugal (84),084,Little Portugal (84),-79.4263256245568,43.648531693633,-8841698.12415573,5411211.78093721
27289,GO-20219017331,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,18,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,18,D53,"Apartment (Rooming House, Condo)",Apartment,TR,800 SPORT,MT,8,BLK,95,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4047440426775,43.6753498192599,-8839295.67343698,5415338.50635477
27290,GO-20219017310,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,15,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,16,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,RIVERSIDE 120 H,RG,8,GRY,300,STOLEN,THEFT UNDER - BICYCLE,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
27291,GO-20211308354,7/7/2021 4:00:00 AM,2021,July,Wednesday,7,188,11,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,16,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,TQN,EL,0,BLK,1200,STOLEN,THEFT OF EBIKE UNDER $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3714386505948,43.6494287885324,-8835588.13415887,5411349.79452756
27292,GO-20219017331,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,18,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,18,D53,"Apartment (Rooming House, Condo)",Apartment,OT,CAMELEON,MT,8,BLK,130,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4047440426775,43.6753498192599,-8839295.67343698,5415338.50635477
27293,GO-20219017226,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,6,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,6,D43,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,ANTHEM,MT,18,WHI,4500,STOLEN,THEFT UNDER,142,Woburn North (142),137,Woburn (137),-79.2456744035918,43.7657549845827,-8821588.12222283,5429263.49818215
27294,GO-20219017235,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,12,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,2,D32,Go Station,Transit,DB,2013 NAVY BLUE,BM,1,DBL,200,STOLEN,THEFT UNDER,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4159903445941,43.7816329965267,-8840547.60604893,5431711.33953729
27295,GO-20219017270,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,18,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,19,D22,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,10,BLU,600,STOLEN,THEFT UNDER,018,New Toronto (18),018,New Toronto (18),-79.5081953686041,43.6016825297574,-8850811.82236919,5404007.13317463
27296,GO-20219017277,7/10/2021 4:00:00 AM,2021,July,Saturday,10,191,12,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,21,D55,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,7,BLK,1900,STOLEN,THEFT UNDER,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3151547315955,43.6738476032043,-8829322.63695594,5415107.29927928
27297,GO-20211309823,7/2/2021 4:00:00 AM,2021,July,Friday,2,183,7,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,21,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,,MT,1,RED,100,STOLEN,B&E,070,South Riverdale (70),070,South Riverdale (70),-79.3485428759786,43.6639623114607,-8833039.38814455,5413585.99166456
27298,GO-20219017303,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,9,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,15,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,MARINER D7,FO,7,SIL,1070,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3909577411346,43.6560347951385,-8837760.98931842,5412366.15908025
27299,GO-20219017310,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,15,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,16,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,120 HYBRID,RG,8,SIL,350,STOLEN,THEFT UNDER - BICYCLE,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
27300,GO-20219017347,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,17,7/12/2021 4:00:00 AM,2021,July,Monday,12,193,20,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TR,5,MT,21,BLK,700,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3835648415686,43.6479159870196,-8836938.01556625,5411117.05867975
27301,GO-20211314602,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,0,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,15,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,DEVINCI,HATCHET SX,RC,11,RED,1500,STOLEN,THEFT UNDER - BICYCLE,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3271494210044,43.6770359932206,-8830657.87962764,5415598.03342443
27302,GO-20219017363,7/11/2021 4:00:00 AM,2021,July,Sunday,11,192,0,7/13/2021 4:00:00 AM,2021,July,Tuesday,13,194,10,D14,"Apartment (Rooming House, Condo)",Apartment,FJ,,RG,8,DGR,200,STOLEN,THEFT UNDER,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4000691333089,43.6444407835676,-8838775.26483628,5410582.44097329
